      ,InitSim              ,DlgSim              ,QuestMark,Dup  ,What ,Where,When ,Why  ,Who  ,How  ,AbsPos,NormPos            ,Len,LenUni,LenStem,Starter,Thank,ExMark,Feedback,SenScr(Neg),SenScr(Neu),SenScr(Pos),Lex(Pos),Lex(Neg),label
594_0 ,0.9999999999999999   ,0.16896078357775088 ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,28 ,25    ,24     ,True   ,False,False ,False   ,0.176      ,0.776      ,0.048      ,0       ,3       ,OQ
594_1 ,0.13744128970172348  ,0.7375663671367239  ,False    ,False,False,False,False,False,False,False,1     ,0.25               ,13 ,13    ,13     ,False  ,True ,False ,False   ,0.0        ,0.682      ,0.318      ,0       ,1       ,PA
594_2 ,0.09037425818816129  ,0.6008787728811531  ,False    ,True ,False,False,False,False,False,True ,2     ,0.5                ,13 ,13    ,13     ,False  ,False,False ,False   ,0.097      ,0.722      ,0.181      ,0       ,1       ,RQ
594_3 ,0.12453135486415609  ,0.7194444194750441  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,13 ,13    ,13     ,False  ,True ,False ,False   ,0.0        ,0.641      ,0.359      ,0       ,1       ,PA
594_4 ,0.08532872172259601  ,0.5143870773010479  ,True     ,False,True ,False,False,False,False,False,4     ,1.0                ,20 ,15    ,15     ,False  ,False,True  ,False   ,0.0        ,0.878      ,0.122      ,0       ,0       ,FD IR
595_0 ,1.0                  ,0.06379308796478333 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,5  ,5     ,5      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,OQ
595_1 ,0.07414745146203555  ,0.3849925274506643  ,True     ,False,False,False,False,False,False,False,1     ,0.25               ,19 ,16    ,16     ,False  ,True ,False ,False   ,0.0        ,0.72       ,0.28       ,0       ,1       ,IR
595_2 ,0.052047211327043263 ,0.9295030028800029  ,False    ,False,False,False,False,True ,False,False,2     ,0.5                ,81 ,57    ,53     ,False  ,False,False ,False   ,0.0        ,0.974      ,0.026      ,4       ,1       ,PA
595_3 ,0.0                  ,0.3425557438582314  ,True     ,True ,False,False,False,False,False,False,3     ,0.75               ,17 ,15    ,15     ,False  ,False,False ,False   ,0.0        ,0.87       ,0.13       ,0       ,1       ,FQ IR
595_4 ,0.025700689979688843 ,0.3689752672737014  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,10 ,10    ,10     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,JK
596_0 ,1.0                  ,0.2812047903187441  ,False    ,False,True ,False,False,False,False,False,0     ,0.0                ,66 ,44    ,43     ,True   ,False,False ,False   ,0.0        ,0.907      ,0.093      ,3       ,1       ,IR OQ
596_1 ,0.224867928570739    ,0.7456111456798186  ,True     ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,30 ,29    ,29     ,False  ,True ,True  ,False   ,0.0        ,0.744      ,0.256      ,3       ,0       ,IR
596_2 ,0.28692768129889257  ,0.43328623164242736 ,False    ,False,True ,False,False,False,False,False,2     ,0.6666666666666666 ,9  ,9     ,9      ,True   ,False,False ,False   ,0.0        ,0.925      ,0.075      ,1       ,0       ,FD
596_3 ,0.1975129949558218   ,0.9022063550622201  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,66 ,45    ,43     ,False  ,True ,False ,False   ,0.044      ,0.831      ,0.125      ,2       ,1       ,PA
597_0 ,1.0000000000000007   ,0.1544434997386285  ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,29 ,27    ,27     ,True   ,False,False ,False   ,0.0        ,0.938      ,0.062      ,0       ,0       ,OQ
597_1 ,0.16600128254339325  ,0.9358327986155279  ,True     ,False,False,False,False,True ,True ,False,1     ,0.3333333333333333 ,72 ,53    ,49     ,False  ,False,True  ,False   ,0.014      ,0.817      ,0.169      ,1       ,4       ,FQ
597_2 ,0.06038832768276621  ,0.2832593025895348  ,False    ,False,True ,False,False,False,False,False,2     ,0.6666666666666666 ,7  ,7     ,7      ,True   ,True ,False ,False   ,0.0        ,0.675      ,0.325      ,1       ,0       ,FD PF
597_3 ,0.06491885475619412  ,0.7463367600585955  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,21 ,19    ,19     ,False  ,True ,True  ,False   ,0.0        ,0.719      ,0.281      ,3       ,1       ,GG
598_0 ,0.9999999999999999   ,0.26568678744015745 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,45 ,36    ,34     ,True   ,False,False ,False   ,0.0        ,0.903      ,0.097      ,2       ,0       ,OQ
598_1 ,0.0634363408358973   ,0.26303006243813204 ,False    ,False,True ,False,False,False,False,False,1     ,0.2                ,10 ,9     ,9      ,False  ,False,False ,False   ,0.204      ,0.796      ,0.0        ,0       ,1       ,NF
598_2 ,0.12362814852812863  ,0.5449278410418663  ,False    ,False,False,False,False,False,False,False,2     ,0.4                ,26 ,23    ,22     ,True   ,False,False ,False   ,0.086      ,0.772      ,0.141      ,0       ,2       ,FD
598_3 ,0.16880207883852902  ,0.6473726608197677  ,False    ,True ,False,False,False,False,True ,False,3     ,0.6                ,35 ,34    ,34     ,False  ,False,False ,False   ,0.041      ,0.928      ,0.031      ,0       ,1       ,FD PA
598_4 ,0.23943647632421927  ,0.6345629760015498  ,False    ,False,False,False,False,False,False,False,4     ,0.8                ,47 ,42    ,42     ,False  ,False,False ,False   ,0.0        ,0.97       ,0.03       ,3       ,1       ,FD PA
598_5 ,0.1610504650658855   ,0.739283817962408   ,False    ,False,True ,False,False,False,False,False,5     ,1.0                ,57 ,52    ,49     ,True   ,True ,False ,False   ,0.033      ,0.743      ,0.223      ,7       ,1       ,FD
599_0 ,1.0000000000000002   ,0.26848887511539055 ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,30 ,30    ,28     ,True   ,True ,True  ,True    ,0.0        ,0.887      ,0.113      ,2       ,1       ,OQ
599_1 ,0.15648990627243953  ,0.6728825872259316  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,17 ,14    ,14     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
599_2 ,0.2633511096967871   ,0.6896777855038684  ,True     ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,29 ,28    ,28     ,True   ,True ,True  ,False   ,0.071      ,0.872      ,0.057      ,0       ,1       ,CQ FQ
599_3 ,0.12551278993203474  ,0.7199314616621252  ,False    ,False,True ,False,False,False,False,False,3     ,1.0                ,27 ,21    ,20     ,False  ,False,True  ,False   ,0.0        ,0.883      ,0.117      ,1       ,0       ,PA
600_0 ,1.0000000000000004   ,0.3738028094331068  ,True     ,False,False,False,True ,False,False,False,0     ,0.0                ,57 ,41    ,39     ,True   ,False,False ,False   ,0.108      ,0.876      ,0.015      ,2       ,1       ,IR OQ
600_1 ,0.20483437638535196  ,0.7483086369416821  ,False    ,False,False,False,False,False,False,False,1     ,0.2                ,79 ,63    ,61     ,False  ,False,False ,False   ,0.02       ,0.861      ,0.119      ,3       ,2       ,PA
600_2 ,0.4197341257591752   ,0.7028406946828463  ,False    ,False,True ,False,False,False,False,False,2     ,0.4                ,81 ,57    ,56     ,True   ,True ,False ,False   ,0.0        ,0.904      ,0.096      ,6       ,1       ,CQ FD
600_3 ,0.12394665164501793  ,0.6243133083770979  ,False    ,False,False,False,False,False,False,False,3     ,0.6                ,37 ,35    ,35     ,False  ,True ,False ,False   ,0.025      ,0.75       ,0.225      ,3       ,1       ,FD IR PA
600_4 ,0.21301475367692946  ,0.3424954739583437  ,True     ,True ,False,False,False,False,False,False,4     ,0.8                ,13 ,13    ,13     ,False  ,False,False ,False   ,0.0        ,0.881      ,0.119      ,0       ,1       ,RQ
600_5 ,0.10515966505606977  ,0.6181359403336999  ,False    ,False,False,False,False,False,False,False,5     ,1.0                ,33 ,31    ,30     ,False  ,False,False ,False   ,0.073      ,0.744      ,0.183      ,3       ,1       ,FD IR
601_0 ,1.0000000000000002   ,0.3807803320231645  ,False    ,False,False,False,True ,False,False,False,0     ,0.0                ,63 ,40    ,38     ,True   ,True ,False ,False   ,0.06       ,0.791      ,0.149      ,3       ,2       ,OQ
601_1 ,0.38968531002957507  ,0.8777178824386581  ,False    ,True ,False,False,True ,False,False,False,1     ,0.25               ,85 ,49    ,47     ,False  ,False,False ,False   ,0.0        ,0.879      ,0.121      ,6       ,0       ,PA
601_2 ,0.16165033295333991  ,0.43796115374376565 ,False    ,False,False,False,False,False,False,False,2     ,0.5                ,18 ,17    ,17     ,True   ,False,False ,False   ,0.079      ,0.673      ,0.249      ,1       ,2       ,CQ FD
601_3 ,0.04074277719290639  ,0.27277714599342207 ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,18 ,14    ,14     ,True   ,False,True  ,False   ,0.154      ,0.846      ,0.0        ,0       ,0       ,NF
601_4 ,0.1977082203197311   ,0.6880086107846576  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,44 ,38    ,38     ,False  ,True ,False ,False   ,0.0        ,0.671      ,0.329      ,7       ,0       ,PA
602_0 ,1.0000000000000004   ,0.2767957926670629  ,True     ,False,True ,False,False,False,False,True ,0     ,0.0                ,14 ,13    ,13     ,True   ,False,False ,False   ,0.0        ,0.858      ,0.142      ,1       ,0       ,OQ
602_1 ,0.2539907533336792   ,0.866449493294854   ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,25 ,22    ,21     ,False  ,False,False ,False   ,0.0        ,0.815      ,0.185      ,2       ,0       ,PA
602_2 ,0.14399403904423846  ,0.6020387998293883  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,14 ,14    ,14     ,True   ,True ,False ,False   ,0.308      ,0.533      ,0.16       ,2       ,3       ,PF
603_0 ,1.0                  ,0.1258973614600704  ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,9  ,7     ,7      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,OQ
603_1 ,0.15033689290410523  ,0.6125825401973755  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,32 ,25    ,24     ,False  ,False,False ,False   ,0.036      ,0.767      ,0.197      ,1       ,2       ,PA
603_2 ,0.05329312858958197  ,0.366542339394205   ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,5  ,5     ,5      ,False  ,False,False ,False   ,0.22       ,0.78       ,0.0        ,0       ,1       ,CQ
603_3 ,0.0643745502624442   ,0.8654239444123887  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,50 ,42    ,41     ,False  ,False,False ,False   ,0.027      ,0.928      ,0.045      ,1       ,4       ,FD RQ
604_0 ,1.0000000000000002   ,0.21684448690435418 ,True     ,True ,False,False,False,False,False,True ,0     ,0.0                ,25 ,23    ,23     ,True   ,True ,True  ,False   ,0.062      ,0.824      ,0.114      ,0       ,2       ,OQ
604_1 ,0.2157868471913466   ,0.6002985436941976  ,False    ,True ,False,False,False,False,True ,False,1     ,0.5                ,9  ,9     ,9      ,True   ,False,False ,False   ,0.112      ,0.702      ,0.186      ,0       ,1       ,FD PA
604_2 ,0.16724473660587605  ,0.9398697941030376  ,False    ,True ,False,False,False,False,False,False,2     ,1.0                ,33 ,27    ,27     ,False  ,True ,True  ,False   ,0.0        ,0.654      ,0.346      ,4       ,2       ,IR
605_0 ,0.9999999999999998   ,0.2878641745555307  ,True     ,False,True ,False,True ,False,False,False,0     ,0.0                ,30 ,22    ,22     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,OQ
605_1 ,0.29702257716957003  ,0.9864658360263956  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,40 ,33    ,32     ,False  ,False,False ,False   ,0.023      ,0.862      ,0.115      ,3       ,1       ,CQ
605_2 ,0.03244166800638425  ,0.3696801374068746  ,False    ,True ,False,False,False,False,False,False,2     ,1.0                ,1  ,1     ,1      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,RQ
606_0 ,1.0                  ,0.12266200868500148 ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,10 ,10    ,10     ,True   ,False,False ,False   ,0.0        ,0.791      ,0.209      ,1       ,0       ,OQ
606_1 ,0.14049494757912231  ,0.723212828735505   ,False    ,False,False,False,False,False,False,False,1     ,0.2                ,39 ,30    ,30     ,False  ,True ,False ,False   ,0.0        ,0.818      ,0.182      ,2       ,0       ,PA
606_2 ,0.012345076770342352 ,0.45436790240774627 ,False    ,True ,False,False,False,False,False,False,2     ,0.4                ,35 ,29    ,28     ,False  ,False,False ,False   ,0.054      ,0.734      ,0.212      ,1       ,0       ,FD FQ
606_3 ,0.09243049362169847  ,0.8672342866110263  ,False    ,False,False,False,False,False,False,False,3     ,0.6                ,74 ,51    ,46     ,False  ,True ,False ,False   ,0.08       ,0.811      ,0.109      ,3       ,3       ,PA
606_4 ,0.07951868038903266  ,0.26739871389122993 ,False    ,False,False,False,False,False,False,False,4     ,0.8                ,7  ,7     ,7      ,False  ,False,False ,False   ,0.231      ,0.769      ,0.0        ,0       ,1       ,FQ RQ
606_5 ,0.05983448621634341  ,0.6061453018624471  ,False    ,False,False,False,False,False,False,False,5     ,1.0                ,18 ,17    ,17     ,False  ,True ,False ,False   ,0.0        ,0.741      ,0.259      ,1       ,0       ,PA
607_0 ,1.0000000000000002   ,0.43738644017181505 ,True     ,False,True ,False,False,False,False,True ,0     ,0.0                ,40 ,33    ,32     ,True   ,False,False ,False   ,0.044      ,0.829      ,0.127      ,2       ,1       ,OQ
607_1 ,0.23577947243233377  ,0.5665530276195735  ,True     ,True ,False,True ,True ,False,False,False,1     ,0.16666666666666666,25 ,19    ,19     ,False  ,False,False ,False   ,0.0        ,0.8        ,0.2        ,2       ,0       ,IR PA
607_2 ,0.0                  ,0.15355436375001713 ,False    ,False,False,False,False,False,False,False,2     ,0.3333333333333333 ,2  ,2     ,2      ,True   ,True ,False ,False   ,0.0        ,0.508      ,0.492      ,0       ,0       ,PF
607_3 ,0.3584320624634445   ,0.6406378652369242  ,False    ,False,False,False,False,False,False,False,3     ,0.5                ,15 ,11    ,11     ,False  ,False,False ,False   ,0.0        ,0.838      ,0.162      ,2       ,0       ,FQ RQ
607_4 ,0.2708694945009261   ,0.5553069663583595  ,False    ,False,False,True ,False,False,False,False,4     ,0.6666666666666666 ,24 ,18    ,17     ,False  ,False,False ,False   ,0.0        ,0.928      ,0.072      ,3       ,0       ,PA
607_5 ,0.24646926418795573  ,0.7271819863137086  ,False    ,False,False,False,False,False,False,False,5     ,0.8333333333333334 ,29 ,22    ,21     ,False  ,True ,False ,False   ,0.037      ,0.885      ,0.078      ,4       ,0       ,FD
607_6 ,0.24362781871840244  ,0.4503058663279058  ,True     ,True ,False,False,False,False,False,False,6     ,1.0                ,20 ,17    ,17     ,False  ,False,False ,False   ,0.0        ,0.859      ,0.141      ,2       ,1       ,RQ
608_0 ,1.0000000000000002   ,0.3440640444860404  ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,23 ,21    ,21     ,True   ,True ,False ,False   ,0.0        ,0.831      ,0.169      ,2       ,0       ,OQ
608_1 ,0.37583499690909494  ,0.9606938104825249  ,False    ,False,False,False,True ,False,False,True ,1     ,0.5                ,184,89    ,84     ,False  ,False,False ,False   ,0.0        ,0.92       ,0.08       ,3       ,0       ,PA
608_2 ,0.0998445176716386   ,0.6504001451277432  ,False    ,False,False,False,True ,False,False,False,2     ,1.0                ,38 ,33    ,33     ,False  ,False,False ,False   ,0.037      ,0.908      ,0.056      ,0       ,0       ,PA
